order_id,customer_id,order_date,total_amount,payment_method,shipping_address,status
1,56,2023-07-16 00:00:00,5610.87,Debit Card,"80898 Padilla Ways, West Cameron, VI 23138",Processing
2,145,2023-12-11 00:00:00,4493.37,Google Pay,"70033 Olivia Mission Suite 617, Cameronhaven, AK 51611",Shipped
3,708,2023-04-01 00:00:00,2181.04,Apple Pay,"584 Parker Skyway, Medinaton, WA 77217",Delivered
4,942,2023-04-30 00:00:00,5878.37,Credit Card,"18061 Matthew Forge Apt. 521, Solomonhaven, DC 67998",Processing
5,810,2023-07-24 00:00:00,5402.16,Google Pay,"1143 Stephanie Landing Apt. 118, North Kimfurt, KY 75066",Shipped
6,136,2023-06-16 00:00:00,2504.96,PayPal,"8229 Michael Motorway, South Aaron, OR 23861",Pending
7,705,2023-05-17 00:00:00,1231.83,Google Pay,"41132 Alvarez Flat, Lynchmouth, PR 40193",Processing
8,441,2023-03-18 00:00:00,2994.38,Bank Transfer,"403 Jones Camp Apt. 945, North Georgeville, GU 63331",Returned
9,958,2023-10-27 00:00:00,1686.2,Apple Pay,"945 Jones Village, Lake Andrew, LA 61548",Delivered
10,66,2023-09-02 00:00:00,8351.84,Credit Card,"9807 Amy Stravenue, Rogersfort, AR 80358",Processing
11,77,2023-01-14 00:00:00,3801.09,PayPal,"209 Miller Parks Apt. 433, Rodneyburgh, IN 08248",Processing
12,742,2023-05-18 00:00:00,7812.81,Debit Card,"24184 Leonard Parkways Apt. 334, West Shelby, SD 08573",Delivered
13,86,2023-12-10 00:00:00,4347.66,Debit Card,"00290 Garcia Spring Suite 805, Vincentburgh, AR 67627",Delivered
14,53,2023-06-26 00:00:00,5111.42,Google Pay,"474 Susan Islands Suite 142, South Terri, AR 29518",Delivered
15,919,2023-08-10 00:00:00,1614.22,PayPal,"64159 Zoe Mill Apt. 008, East Johnny, MI 05777",Pending
16,351,2023-08-10 00:00:00,5745.6,Apple Pay,"216 Paul Mountain, Jeffreybury, VT 16603",Processing
17,947,2023-05-09 00:00:00,2721.58,PayPal,"361 Tara Court Apt. 310, New Masonside, AS 42615",Returned
18,134,2023-11-13 00:00:00,3364.92,PayPal,"73434 Morgan Groves, Jonesshire, OH 33461",Delivered
19,186,2023-03-29 00:00:00,5519.19,Google Pay,"4053 Isaac Pike, Changport, MT 16593",Delivered
20,23,2023-05-26 00:00:00,6851.17,Bank Transfer,"Unit 6605 Box 8231, DPO AE 41734",Delivered
21,782,2023-03-26 00:00:00,5741.18,Credit Card,"19053 Richardson Keys, Michaelchester, IA 28583",Shipped
22,329,2023-02-22 00:00:00,2012.45,Apple Pay,"639 Nicole Lane Apt. 261, Cranebury, NC 59687",Delivered
23,492,2023-03-12 00:00:00,2818.65,Credit Card,"5749 Burns Island Suite 657, Port Bobby, NE 90594",Pending
24,278,2023-07-11 00:00:00,744.93,Credit Card,"USNV Sanders, FPO AA 59245",Delivered
25,421,2023-11-09 00:00:00,4235.76,Google Pay,"80111 Hall Stream, West Michelechester, WV 81229",Returned
26,445,2023-11-26 00:00:00,1943.05,Apple Pay,"68368 Beth Lights Suite 134, Christineland, NJ 77515",Shipped
27,717,2023-03-02 00:00:00,9862.14,Debit Card,"47275 Amanda Points Apt. 722, North Pamela, KS 02743",Processing
28,111,2023-08-05 00:00:00,723.22,Apple Pay,"1195 Sean Views Suite 511, West Lindseymouth, IN 20918",Shipped
29,127,2023-01-18 00:00:00,952.26,Debit Card,"6940 Charles Rue Suite 254, Port Darrylville, PR 19631",Returned
30,123,2023-08-12 00:00:00,1052.69,Credit Card,"7984 Brian Heights, South Keith, NM 31928",Pending
31,117,2023-06-06 00:00:00,2095.36,PayPal,"01476 Dillon Plaza, North Frankbury, AS 62976",Delivered
32,139,2023-04-18 00:00:00,4825.81,PayPal,"06375 Kathy Parks Apt. 085, Alexburgh, SC 78578",Delivered
33,430,2023-04-05 00:00:00,5224.04,Apple Pay,"14802 Armstrong Alley, South Alan, MP 15280",Shipped
34,239,2023-09-25 00:00:00,2624.26,PayPal,"2119 James Route Apt. 079, Annaton, NH 10890",Shipped
35,155,2023-08-20 00:00:00,5213.59,Google Pay,"6299 Taylor Meadow, New Michaelburgh, WY 68148",Returned
36,78,2023-04-12 00:00:00,6435.78,Google Pay,"6315 Short Avenue Suite 131, Danielleshire, MN 35441",Shipped
37,788,2023-04-10 00:00:00,3556.55,Google Pay,"0917 Tanya Fields Suite 081, Cooperberg, MS 13922",Delivered
38,827,2023-01-30 00:00:00,5112.25,Credit Card,"5592 Williamson Hills, North Jasonborough, AK 26155",Shipped
39,697,2023-05-20 00:00:00,4298.22,Credit Card,"579 Julie Spur, East Heather, WY 87080",Shipped
40,262,2023-03-21 00:00:00,3336.41,PayPal,"Unit 4376 Box 0039, DPO AP 38485",Delivered
41,366,2023-07-22 00:00:00,4308.95,PayPal,"2662 Gary Avenue, Bestmouth, UT 99319",Shipped
42,323,2023-02-22 00:00:00,5096.99,PayPal,"414 Knight Brook Suite 507, Finleyshire, VI 78545",Delivered
43,309,2023-05-23 00:00:00,1233.37,Google Pay,"5861 Matthew Locks, Jonesmouth, PR 42667",Processing
44,539,2023-04-10 00:00:00,4773.71,Apple Pay,"301 Jennifer Square, Heathermouth, VA 67135",Delivered
45,241,2023-10-30 00:00:00,3672.75,Debit Card,"1773 Dawn Parkways, South Calebberg, FL 14048",Shipped
46,288,2023-09-08 00:00:00,3106.65,Credit Card,"576 Stone Place Suite 568, North Sierramouth, TX 88341",Delivered
47,920,2023-02-02 00:00:00,8323.3,Credit Card,"110 Susan Green Suite 379, Changmouth, MO 33760",Cancelled
48,751,2023-01-08 00:00:00,3554.1,Credit Card,"948 Mann Falls Apt. 188, Moorehaven, VT 63000",Pending
49,302,2023-01-05 00:00:00,2383.8,Apple Pay,"0330 Rios Forge, Allenbury, AZ 49864",Pending
50,159,2023-11-01 00:00:00,2679.4,Debit Card,"317 Smith Ridges Suite 855, Powersberg, AL 70464",Shipped
51,736,2023-11-11 00:00:00,10300.75,Debit Card,"125 Hanson Port, Douglasburgh, IL 12372",Delivered
52,213,2023-11-24 00:00:00,2044.66,Debit Card,"909 Ferguson Loop, New Phillip, SD 05548",Processing
53,528,2023-08-26 00:00:00,776.0,Debit Card,"PSC 7147, Box 7585, APO AP 61776",Returned
54,841,2023-08-05 00:00:00,6867.02,PayPal,"90091 Derek Squares Apt. 023, South Johnbury, GA 62280",Shipped
55,537,2023-03-04 00:00:00,4080.81,PayPal,"53064 Diaz Fall Apt. 118, South Janet, VA 00926",Shipped
56,748,2023-10-22 00:00:00,842.64,Credit Card,"9691 Yvonne Mountain Suite 485, North Courtneyborough, WY 99607",Pending
57,948,2023-03-08 00:00:00,5767.85,PayPal,"87927 Harding Light Suite 552, Lake Vickie, CO 81194",Shipped
58,637,2023-04-15 00:00:00,7571.57,Debit Card,"9533 Donna Trafficway, Cookborough, MI 39645",Delivered
59,566,2023-07-01 00:00:00,424.7,Credit Card,"76664 Karen Locks Apt. 136, South Sarah, OK 90515",Processing
60,882,2023-03-17 00:00:00,1743.92,Bank Transfer,"USNV Smith, FPO AE 58316",Returned
61,389,2023-11-30 00:00:00,3002.89,PayPal,"12175 Ford Squares, Emmaton, AR 22267",Shipped
62,452,2023-05-01 00:00:00,7256.09,PayPal,"986 Jacob Lake Suite 170, Mortonville, TX 87067",Delivered
63,560,2023-01-10 00:00:00,1187.07,Google Pay,"6587 Frazier Shoal Suite 256, Jasonport, AR 58258",Processing
64,577,2023-05-30 00:00:00,677.23,Google Pay,"6028 Walters Crossroad Suite 491, Codyville, IL 71069",Shipped
65,274,2023-05-04 00:00:00,4694.66,Apple Pay,"928 Anderson Meadow, Lake Brentmouth, MI 74129",Pending
66,169,2023-07-14 00:00:00,9052.06,Credit Card,"7029 Cynthia Isle, Duffyborough, DE 59988",Shipped
67,257,2023-10-11 00:00:00,3142.44,Bank Transfer,"82605 Kristine Greens, Johnmouth, AK 66527",Processing
68,569,2023-03-06 00:00:00,6083.02,Google Pay,"40975 Harris Lake, Wallacebury, ME 71964",Delivered
69,648,2023-09-10 00:00:00,5161.57,Credit Card,"6915 Heather Knolls, Lake Shawn, VA 32681",Shipped
70,769,2023-12-05 00:00:00,574.0,Bank Transfer,"272 Hughes Harbor, Lake Donald, CO 98056",Delivered
71,306,2023-02-21 00:00:00,781.78,Google Pay,"147 Belinda Haven Suite 877, Brenthaven, ID 94555",Shipped
