order_id,customer_id,order_date,total_amount,payment_method,shipping_address,status
16,14,2025-05-18T14:42:45.095686,1382.63,Credit Card,"6082 Rebecca Mountains Apt. 477, Castroside, ID 55075",shipped
17,11,2025-05-18T14:42:45.095949,600.88,PayPal,"437 Jeffrey Mountains Suite 699, East Craig, KS 05286",shipped
18,16,2025-05-18T14:42:45.096087,970.02,COD,"PSC 7221, Box 4832, APO AE 77233",pending
19,16,2025-05-18T14:42:45.096120,2038.3,COD,"00512 Ramos Roads, West Justinside, GA 18583",delivered
20,11,2025-05-18T14:42:45.096262,702.4,Credit Card,"903 Collier Mills, Blackbury, NM 82119",delivered
21,19,2025-05-18T14:42:45.096415,233.22,PayPal,"827 Schmidt Trail, Roachstad, MP 55126",delivered
22,13,2025-05-18T14:42:45.096564,604.04,Credit Card,"832 Jillian Lodge Suite 665, Wongfurt, NV 12942",shipped
23,20,2025-05-18T14:42:45.096707,1113.52,COD,"9569 Traci Court Suite 781, Coleland, VA 43320",shipped
24,19,2025-05-18T14:42:45.096850,600.88,Credit Card,"973 Snyder Route Apt. 495, East James, VA 60065",shipped
25,13,2025-05-18T14:42:45.097053,1933.32,Credit Card,"55086 Martin Avenue Apt. 597, Rowlandmouth, NC 29023",pending
26,15,2025-05-18T14:42:45.097260,2125.1,PayPal,"PSC 4580, Box 5956, APO AP 08128",shipped
27,19,2025-05-18T14:42:45.097291,577.9,Credit Card,"2797 Martin Ways, Donaldberg, NY 22206",pending
28,12,2025-05-18T14:42:45.097456,573.46,PayPal,"677 Gonzalez Road, Jacobbury, NY 83737",delivered
29,15,2025-05-18T14:42:45.097595,795.47,Credit Card,"50917 Richardson Lakes, Williamshaven, KY 55862",delivered
30,12,2025-05-18T14:42:45.097866,2033.18,Credit Card,"477 Julia Crossing, Lisafurt, RI 86414",delivered
