order_id,customer_id,order_date,total_amount,payment_method,shipping_address,status
1,5,2025-05-20T17:42:37.610822,0.0,UPI,"651 Cantrell Cliffs, Helenside, CA 40190",pending
2,5,2025-05-20T17:42:37.610833,0.0,PayPal,"651 Cantrell Cliffs, Helenside, CA 40190",cancelled
3,2,2025-05-20T17:42:37.610837,0.0,Credit Card,"USNV Quinn, FPO AP 71746",cancelled
4,2,2025-05-20T17:42:37.610840,0.0,Credit Card,"USNV Quinn, FPO AP 71746",shipped
5,5,2025-05-20T17:42:37.610843,0.0,PayPal,"651 Cantrell Cliffs, Helenside, CA 40190",pending
6,3,2025-05-20T17:42:37.610845,0.0,PayPal,"USNS Martin, FPO AP 59113",delivered
7,3,2025-05-20T17:42:37.610848,0.0,UPI,"USNS Martin, FPO AP 59113",pending
8,2,2025-05-20T17:42:37.610851,0.0,PayPal,"USNV Quinn, FPO AP 71746",delivered
9,5,2025-05-20T17:42:37.610853,0.0,COD,"651 Cantrell Cliffs, Helenside, CA 40190",shipped
10,1,2025-05-20T17:42:37.610857,0.0,UPI,"97194 Jessica Court, South Autumn, DE 04204",shipped
11,3,2025-05-20T17:42:37.610859,0.0,Credit Card,"USNS Martin, FPO AP 59113",pending
12,2,2025-05-20T17:42:37.610862,0.0,COD,"USNV Quinn, FPO AP 71746",pending
13,1,2025-05-20T17:42:37.610865,0.0,COD,"97194 Jessica Court, South Autumn, DE 04204",pending
14,2,2025-05-20T17:42:37.610867,0.0,UPI,"USNV Quinn, FPO AP 71746",pending
15,5,2025-05-20T17:42:37.610870,0.0,PayPal,"651 Cantrell Cliffs, Helenside, CA 40190",pending
