order_id,customer_id,order_date,total_amount,payment_method,shipping_address,status
16,4,2025-05-24T18:19:10.691209,0.0,Credit Card,"778 Murphy Motorway, West Brianaton, AL 06153",shipped
17,4,2025-05-24T18:19:10.691221,0.0,Credit Card,"778 Murphy Motorway, West Brianaton, AL 06153",delivered
18,8,2025-05-24T18:19:10.691225,0.0,Credit Card,"800 Wright Isle Apt. 796, New Ryan, TX 06667",shipped
19,6,2025-05-24T18:19:10.691229,0.0,UPI,"222 Samantha Squares, Nathanielbury, IN 34384",cancelled
20,10,2025-05-24T18:19:10.691232,0.0,Credit Card,"5160 Bradley Branch, West Lori, KS 70090",pending
21,6,2025-05-24T18:19:10.691234,0.0,PayPal,"222 Samantha Squares, Nathanielbury, IN 34384",pending
22,9,2025-05-24T18:19:10.691237,0.0,PayPal,"Unit 9090 Box 6753, DPO AE 27762",shipped
23,10,2025-05-24T18:19:10.691240,0.0,Credit Card,"5160 Bradley Branch, West Lori, KS 70090",cancelled
24,1,2025-05-24T18:19:10.691243,0.0,Credit Card,"97194 Jessica Court, South Autumn, DE 04204",shipped
25,8,2025-05-24T18:19:10.691246,0.0,COD,"800 Wright Isle Apt. 796, New Ryan, TX 06667",shipped
26,7,2025-05-24T18:19:10.691249,0.0,COD,"72731 Vaughan Rue Suite 445, Rogerville, WA 78327",shipped
27,10,2025-05-24T18:19:10.691251,0.0,COD,"5160 Bradley Branch, West Lori, KS 70090",delivered
28,8,2025-05-24T18:19:10.691254,0.0,Credit Card,"800 Wright Isle Apt. 796, New Ryan, TX 06667",delivered
29,7,2025-05-24T18:19:10.691257,0.0,PayPal,"72731 Vaughan Rue Suite 445, Rogerville, WA 78327",shipped
30,3,2025-05-24T18:19:10.691259,0.0,Credit Card,"USNS Martin, FPO AP 59113",shipped
